modGenes	module	colourRGB
ENSBTAG00000032277	turquoise	#40E0D0
ENSBTAG00000032289	royalblue	#4169E1
ENSBTAG00000032366	yellow	#FFFF00
ENSBTAG00000032369	brown	#A52A2A
ENSBTAG00000032427	turquoise	#40E0D0
ENSBTAG00000032433	green	#00FF00
ENSBTAG00000032453	yellow	#FFFF00
ENSBTAG00000032477	purple	#A020F0
ENSBTAG00000032493	midnightblue	#191970
ENSBTAG00000032519	blue	#0000FF
ENSBTAG00000032527	black	#000000
ENSBTAG00000032534	turquoise	#40E0D0
ENSBTAG00000032558	salmon	#FA8072
ENSBTAG00000032598	turquoise	#40E0D0
ENSBTAG00000032603	turquoise	#40E0D0
ENSBTAG00000032623	blue	#0000FF
ENSBTAG00000032637	pink	#FFC0CB
ENSBTAG00000032640	midnightblue	#191970
ENSBTAG00000032650	red	#FF0000
ENSBTAG00000032660	tan	#D2B48C
ENSBTAG00000032674	black	#000000
ENSBTAG00000032684	turquoise	#40E0D0
ENSBTAG00000032686	brown	#A52A2A
ENSBTAG00000032696	cyan	#00FFFF
ENSBTAG00000032704	magenta	#FF00FF
ENSBTAG00000032719	magenta	#FF00FF
ENSBTAG00000032763	turquoise	#40E0D0
ENSBTAG00000032764	orange	#FFA500
ENSBTAG00000032827	blue	#0000FF
ENSBTAG00000032829	brown	#A52A2A
ENSBTAG00000032839	tan	#D2B48C
ENSBTAG00000032848	darkturquoise	#00CED1
ENSBTAG00000032872	turquoise	#40E0D0
ENSBTAG00000032887	blue	#0000FF
ENSBTAG00000032893	lightyellow	#FFFFE0
ENSBTAG00000032902	blue	#0000FF
ENSBTAG00000032905	yellow	#FFFF00
ENSBTAG00000032914	turquoise	#40E0D0
ENSBTAG00000032961	turquoise	#40E0D0
ENSBTAG00000032964	yellow	#FFFF00
ENSBTAG00000032982	turquoise	#40E0D0
ENSBTAG00000032996	blue	#0000FF
ENSBTAG00000033010	green	#00FF00
ENSBTAG00000033032	turquoise	#40E0D0
ENSBTAG00000033041	greenyellow	#ADFF2F
ENSBTAG00000033077	pink	#FFC0CB
ENSBTAG00000033078	black	#000000
ENSBTAG00000033092	red	#FF0000
ENSBTAG00000033095	blue	#0000FF
ENSBTAG00000033136	greenyellow	#ADFF2F
ENSBTAG00000033160	turquoise	#40E0D0
ENSBTAG00000033170	green	#00FF00
ENSBTAG00000033180	blue	#0000FF
ENSBTAG00000033182	turquoise	#40E0D0
ENSBTAG00000033186	blue	#0000FF
ENSBTAG00000033214	blue	#0000FF
ENSBTAG00000033217	pink	#FFC0CB
ENSBTAG00000033248	turquoise	#40E0D0
ENSBTAG00000033255	midnightblue	#191970
ENSBTAG00000033267	blue	#0000FF
ENSBTAG00000033313	tan	#D2B48C
ENSBTAG00000033315	green	#00FF00
ENSBTAG00000033316	turquoise	#40E0D0
ENSBTAG00000033319	green	#00FF00
ENSBTAG00000033322	yellow	#FFFF00
ENSBTAG00000033331	blue	#0000FF
ENSBTAG00000033339	green	#00FF00
ENSBTAG00000033413	black	#000000
ENSBTAG00000033429	red	#FF0000
ENSBTAG00000033446	magenta	#FF00FF
ENSBTAG00000033449	blue	#0000FF
ENSBTAG00000033453	brown	#A52A2A
ENSBTAG00000033457	greenyellow	#ADFF2F
ENSBTAG00000033480	cyan	#00FFFF
ENSBTAG00000033504	midnightblue	#191970
ENSBTAG00000033508	orange	#FFA500
ENSBTAG00000033563	tan	#D2B48C
ENSBTAG00000033621	brown	#A52A2A
ENSBTAG00000033648	yellow	#FFFF00
ENSBTAG00000033669	blue	#0000FF
ENSBTAG00000033679	blue	#0000FF
ENSBTAG00000033680	blue	#0000FF
ENSBTAG00000033685	yellow	#FFFF00
ENSBTAG00000033731	blue	#0000FF
ENSBTAG00000033735	magenta	#FF00FF
ENSBTAG00000033747	blue	#0000FF
ENSBTAG00000033749	lightyellow	#FFFFE0
ENSBTAG00000033801	yellow	#FFFF00
ENSBTAG00000033803	turquoise	#40E0D0
ENSBTAG00000033902	blue	#0000FF
ENSBTAG00000033961	blue	#0000FF
ENSBTAG00000033983	tan	#D2B48C
ENSBTAG00000034113	green	#00FF00
ENSBTAG00000034147	red	#FF0000
ENSBTAG00000034159	turquoise	#40E0D0
ENSBTAG00000034222	green	#00FF00
ENSBTAG00000034255	grey60	#999999
ENSBTAG00000034269	black	#000000
ENSBTAG00000034436	black	#000000
ENSBTAG00000034441	red	#FF0000
ENSBTAG00000034493	skyblue	#87CEEB
ENSBTAG00000034495	green	#00FF00
ENSBTAG00000034519	blue	#0000FF
ENSBTAG00000034522	blue	#0000FF
ENSBTAG00000034531	turquoise	#40E0D0
ENSBTAG00000034598	yellow	#FFFF00
ENSBTAG00000034609	turquoise	#40E0D0
ENSBTAG00000034633	turquoise	#40E0D0
ENSBTAG00000034659	black	#000000
ENSBTAG00000034689	black	#000000
ENSBTAG00000034700	blue	#0000FF
ENSBTAG00000034785	blue	#0000FF
ENSBTAG00000034796	turquoise	#40E0D0
ENSBTAG00000034823	greenyellow	#ADFF2F
ENSBTAG00000034827	yellow	#FFFF00
ENSBTAG00000034867	blue	#0000FF
ENSBTAG00000034875	turquoise	#40E0D0
ENSBTAG00000034885	turquoise	#40E0D0
ENSBTAG00000034936	green	#00FF00
ENSBTAG00000034973	orange	#FFA500
ENSBTAG00000034978	salmon	#FA8072
ENSBTAG00000034985	lightyellow	#FFFFE0
ENSBTAG00000034987	green	#00FF00
ENSBTAG00000034995	blue	#0000FF
ENSBTAG00000034998	blue	#0000FF
ENSBTAG00000035030	brown	#A52A2A
ENSBTAG00000035072	lightyellow	#FFFFE0
ENSBTAG00000035175	turquoise	#40E0D0
ENSBTAG00000035226	royalblue	#4169E1
ENSBTAG00000035230	black	#000000
ENSBTAG00000035244	turquoise	#40E0D0
ENSBTAG00000035265	turquoise	#40E0D0
ENSBTAG00000035286	yellow	#FFFF00
ENSBTAG00000035370	magenta	#FF00FF
ENSBTAG00000035437	darkred	#8B0000
ENSBTAG00000035556	purple	#A020F0
ENSBTAG00000035615	green	#00FF00
ENSBTAG00000035662	black	#000000
ENSBTAG00000035705	blue	#0000FF
ENSBTAG00000035735	magenta	#FF00FF
ENSBTAG00000035744	turquoise	#40E0D0
ENSBTAG00000035777	brown	#A52A2A
ENSBTAG00000035827	blue	#0000FF
ENSBTAG00000035844	red	#FF0000
ENSBTAG00000035907	pink	#FFC0CB
ENSBTAG00000035958	blue	#0000FF
ENSBTAG00000036009	turquoise	#40E0D0
ENSBTAG00000036016	turquoise	#40E0D0
ENSBTAG00000036078	blue	#0000FF
ENSBTAG00000036087	yellow	#FFFF00
ENSBTAG00000036127	turquoise	#40E0D0
ENSBTAG00000036183	turquoise	#40E0D0
ENSBTAG00000036222	blue	#0000FF
ENSBTAG00000036224	turquoise	#40E0D0
ENSBTAG00000036242	blue	#0000FF
ENSBTAG00000036260	green	#00FF00
ENSBTAG00000036262	yellow	#FFFF00
ENSBTAG00000036297	turquoise	#40E0D0
ENSBTAG00000036369	cyan	#00FFFF
ENSBTAG00000036946	turquoise	#40E0D0
ENSBTAG00000037375	blue	#0000FF
ENSBTAG00000037383	darkturquoise	#00CED1
ENSBTAG00000037393	turquoise	#40E0D0
ENSBTAG00000037400	green	#00FF00
ENSBTAG00000037410	blue	#0000FF
ENSBTAG00000037411	lightgreen	#90EE90
ENSBTAG00000037413	blue	#0000FF
ENSBTAG00000037421	turquoise	#40E0D0
ENSBTAG00000037449	red	#FF0000
ENSBTAG00000037456	turquoise	#40E0D0
ENSBTAG00000037457	royalblue	#4169E1
ENSBTAG00000037465	greenyellow	#ADFF2F
ENSBTAG00000037488	turquoise	#40E0D0
ENSBTAG00000037489	blue	#0000FF
ENSBTAG00000037508	black	#000000
ENSBTAG00000037510	black	#000000
ENSBTAG00000037527	turquoise	#40E0D0
ENSBTAG00000037534	turquoise	#40E0D0
ENSBTAG00000037565	blue	#0000FF
ENSBTAG00000037581	turquoise	#40E0D0
ENSBTAG00000037649	blue	#0000FF
ENSBTAG00000037679	blue	#0000FF
ENSBTAG00000037684	red	#FF0000
ENSBTAG00000037702	black	#000000
ENSBTAG00000037703	turquoise	#40E0D0
ENSBTAG00000037721	turquoise	#40E0D0
ENSBTAG00000037739	cyan	#00FFFF
ENSBTAG00000037746	grey60	#999999
ENSBTAG00000037756	black	#000000
ENSBTAG00000037767	lightyellow	#FFFFE0
ENSBTAG00000037784	lightcyan	#E0FFFF
ENSBTAG00000037786	red	#FF0000
ENSBTAG00000037794	red	#FF0000
ENSBTAG00000037799	pink	#FFC0CB
ENSBTAG00000037804	darkred	#8B0000
ENSBTAG00000037810	red	#FF0000
ENSBTAG00000037819	turquoise	#40E0D0
ENSBTAG00000037928	cyan	#00FFFF
ENSBTAG00000037935	turquoise	#40E0D0
ENSBTAG00000037937	turquoise	#40E0D0
ENSBTAG00000037938	tan	#D2B48C
ENSBTAG00000037951	black	#000000
ENSBTAG00000037962	darkred	#8B0000
ENSBTAG00000037972	yellow	#FFFF00
ENSBTAG00000037980	turquoise	#40E0D0
ENSBTAG00000037981	turquoise	#40E0D0
ENSBTAG00000038045	turquoise	#40E0D0
ENSBTAG00000038050	yellow	#FFFF00
ENSBTAG00000038051	turquoise	#40E0D0
ENSBTAG00000038075	lightyellow	#FFFFE0
ENSBTAG00000038107	pink	#FFC0CB
ENSBTAG00000038116	brown	#A52A2A
ENSBTAG00000038117	blue	#0000FF
ENSBTAG00000038126	black	#000000
ENSBTAG00000038134	red	#FF0000
ENSBTAG00000038149	blue	#0000FF
ENSBTAG00000038186	pink	#FFC0CB
ENSBTAG00000038190	yellow	#FFFF00
ENSBTAG00000038195	green	#00FF00
ENSBTAG00000038233	turquoise	#40E0D0
ENSBTAG00000038235	blue	#0000FF
ENSBTAG00000038240	turquoise	#40E0D0
ENSBTAG00000038251	green	#00FF00
ENSBTAG00000038283	yellow	#FFFF00
ENSBTAG00000038290	cyan	#00FFFF
ENSBTAG00000038298	midnightblue	#191970
ENSBTAG00000038316	skyblue	#87CEEB
ENSBTAG00000038325	red	#FF0000
ENSBTAG00000038326	lightyellow	#FFFFE0
ENSBTAG00000038333	brown	#A52A2A
ENSBTAG00000038366	blue	#0000FF
ENSBTAG00000038375	brown	#A52A2A
ENSBTAG00000038384	lightgreen	#90EE90
ENSBTAG00000038397	blue	#0000FF
ENSBTAG00000038428	brown	#A52A2A
ENSBTAG00000038434	magenta	#FF00FF
ENSBTAG00000038477	turquoise	#40E0D0
ENSBTAG00000038480	purple	#A020F0
ENSBTAG00000038485	lightcyan	#E0FFFF
ENSBTAG00000038487	blue	#0000FF
ENSBTAG00000038496	yellow	#FFFF00
ENSBTAG00000038498	blue	#0000FF
ENSBTAG00000038526	lightgreen	#90EE90
ENSBTAG00000038548	lightyellow	#FFFFE0
ENSBTAG00000038578	cyan	#00FFFF
ENSBTAG00000038608	cyan	#00FFFF
ENSBTAG00000038619	grey60	#999999
ENSBTAG00000038620	midnightblue	#191970
ENSBTAG00000038625	turquoise	#40E0D0
ENSBTAG00000038635	green	#00FF00
ENSBTAG00000038652	blue	#0000FF
ENSBTAG00000038655	red	#FF0000
ENSBTAG00000038670	lightgreen	#90EE90
ENSBTAG00000038691	turquoise	#40E0D0
ENSBTAG00000038696	pink	#FFC0CB
ENSBTAG00000038716	brown	#A52A2A
ENSBTAG00000038718	lightcyan	#E0FFFF
ENSBTAG00000038733	orange	#FFA500
ENSBTAG00000038738	darkorange	#FF8C00
ENSBTAG00000038794	black	#000000
ENSBTAG00000038795	magenta	#FF00FF
ENSBTAG00000038813	cyan	#00FFFF
ENSBTAG00000038815	blue	#0000FF
ENSBTAG00000038831	turquoise	#40E0D0
ENSBTAG00000038845	turquoise	#40E0D0
ENSBTAG00000038903	blue	#0000FF
ENSBTAG00000038920	green	#00FF00
ENSBTAG00000038926	turquoise	#40E0D0
ENSBTAG00000038929	turquoise	#40E0D0
ENSBTAG00000038938	turquoise	#40E0D0
ENSBTAG00000038949	turquoise	#40E0D0
ENSBTAG00000038962	red	#FF0000
ENSBTAG00000038970	blue	#0000FF
ENSBTAG00000038974	blue	#0000FF
ENSBTAG00000038992	turquoise	#40E0D0
ENSBTAG00000039014	turquoise	#40E0D0
ENSBTAG00000039029	lightcyan	#E0FFFF
ENSBTAG00000039068	lightgreen	#90EE90
ENSBTAG00000039071	yellow	#FFFF00
ENSBTAG00000039075	brown	#A52A2A
ENSBTAG00000039117	magenta	#FF00FF
ENSBTAG00000039121	midnightblue	#191970
ENSBTAG00000039122	red	#FF0000
ENSBTAG00000039129	blue	#0000FF
ENSBTAG00000039132	turquoise	#40E0D0
ENSBTAG00000039153	blue	#0000FF
ENSBTAG00000039160	brown	#A52A2A
ENSBTAG00000039161	turquoise	#40E0D0
ENSBTAG00000039172	darkred	#8B0000
ENSBTAG00000039190	blue	#0000FF
ENSBTAG00000039196	lightcyan	#E0FFFF
ENSBTAG00000039197	blue	#0000FF
ENSBTAG00000039206	blue	#0000FF
ENSBTAG00000039208	pink	#FFC0CB
ENSBTAG00000039212	turquoise	#40E0D0
ENSBTAG00000039234	red	#FF0000
ENSBTAG00000039256	blue	#0000FF
ENSBTAG00000039275	grey60	#999999
ENSBTAG00000039287	turquoise	#40E0D0
ENSBTAG00000039313	black	#000000
ENSBTAG00000039315	lightcyan	#E0FFFF
ENSBTAG00000039326	turquoise	#40E0D0
ENSBTAG00000039335	turquoise	#40E0D0
ENSBTAG00000039341	blue	#0000FF
ENSBTAG00000039343	yellow	#FFFF00
ENSBTAG00000039366	turquoise	#40E0D0
ENSBTAG00000039374	pink	#FFC0CB
ENSBTAG00000039425	orange	#FFA500
ENSBTAG00000039435	yellow	#FFFF00
ENSBTAG00000039442	purple	#A020F0
ENSBTAG00000039485	lightyellow	#FFFFE0
ENSBTAG00000039490	lightgreen	#90EE90
ENSBTAG00000039512	turquoise	#40E0D0
ENSBTAG00000039520	turquoise	#40E0D0
ENSBTAG00000039573	turquoise	#40E0D0
ENSBTAG00000039588	brown	#A52A2A
ENSBTAG00000039591	royalblue	#4169E1
ENSBTAG00000039594	turquoise	#40E0D0
ENSBTAG00000039647	red	#FF0000
ENSBTAG00000039658	turquoise	#40E0D0
ENSBTAG00000039662	royalblue	#4169E1
ENSBTAG00000039695	turquoise	#40E0D0
ENSBTAG00000039702	blue	#0000FF
ENSBTAG00000039711	turquoise	#40E0D0
ENSBTAG00000039719	brown	#A52A2A
ENSBTAG00000039732	turquoise	#40E0D0
ENSBTAG00000039740	blue	#0000FF
ENSBTAG00000039766	brown	#A52A2A
ENSBTAG00000039770	purple	#A020F0
ENSBTAG00000039782	turquoise	#40E0D0
ENSBTAG00000039793	brown	#A52A2A
ENSBTAG00000039794	turquoise	#40E0D0
ENSBTAG00000039815	turquoise	#40E0D0
ENSBTAG00000039819	blue	#0000FF
ENSBTAG00000039837	cyan	#00FFFF
ENSBTAG00000039849	turquoise	#40E0D0
ENSBTAG00000039851	blue	#0000FF
ENSBTAG00000039855	blue	#0000FF
ENSBTAG00000039916	tan	#D2B48C
ENSBTAG00000039922	green	#00FF00
ENSBTAG00000039943	blue	#0000FF
ENSBTAG00000039946	blue	#0000FF
ENSBTAG00000039951	orange	#FFA500
ENSBTAG00000039958	turquoise	#40E0D0
ENSBTAG00000039962	blue	#0000FF
ENSBTAG00000039970	lightgreen	#90EE90
ENSBTAG00000039980	turquoise	#40E0D0
ENSBTAG00000039993	brown	#A52A2A
ENSBTAG00000040006	greenyellow	#ADFF2F
ENSBTAG00000040017	cyan	#00FFFF
ENSBTAG00000040040	lightgreen	#90EE90
ENSBTAG00000040055	darkgreen	#006400
ENSBTAG00000040061	purple	#A020F0
ENSBTAG00000040065	turquoise	#40E0D0
ENSBTAG00000040072	turquoise	#40E0D0
ENSBTAG00000040076	salmon	#FA8072
ENSBTAG00000040078	blue	#0000FF
ENSBTAG00000040088	blue	#0000FF
ENSBTAG00000040093	lightgreen	#90EE90
ENSBTAG00000040106	blue	#0000FF
ENSBTAG00000040131	pink	#FFC0CB
ENSBTAG00000040132	cyan	#00FFFF
ENSBTAG00000040151	turquoise	#40E0D0
ENSBTAG00000040161	yellow	#FFFF00
ENSBTAG00000040190	blue	#0000FF
ENSBTAG00000040202	red	#FF0000
ENSBTAG00000040215	darkred	#8B0000
ENSBTAG00000040222	green	#00FF00
ENSBTAG00000040244	pink	#FFC0CB
ENSBTAG00000040304	turquoise	#40E0D0
ENSBTAG00000040307	cyan	#00FFFF
ENSBTAG00000040318	red	#FF0000
ENSBTAG00000040331	brown	#A52A2A
ENSBTAG00000040336	turquoise	#40E0D0
ENSBTAG00000040344	blue	#0000FF
ENSBTAG00000040350	magenta	#FF00FF
ENSBTAG00000040356	turquoise	#40E0D0
ENSBTAG00000040368	yellow	#FFFF00
ENSBTAG00000040384	turquoise	#40E0D0
ENSBTAG00000040392	grey60	#999999
ENSBTAG00000040422	turquoise	#40E0D0
ENSBTAG00000040442	turquoise	#40E0D0
ENSBTAG00000040445	red	#FF0000
ENSBTAG00000040460	red	#FF0000
ENSBTAG00000040507	brown	#A52A2A
ENSBTAG00000040518	turquoise	#40E0D0
ENSBTAG00000040551	greenyellow	#ADFF2F
ENSBTAG00000040555	blue	#0000FF
ENSBTAG00000040559	blue	#0000FF
ENSBTAG00000040575	turquoise	#40E0D0
ENSBTAG00000040585	blue	#0000FF
ENSBTAG00000040603	turquoise	#40E0D0
ENSBTAG00000040607	brown	#A52A2A
ENSBTAG00000040610	cyan	#00FFFF
ENSBTAG00000042416	blue	#0000FF
ENSBTAG00000042727	cyan	#00FFFF
ENSBTAG00000042974	blue	#0000FF
ENSBTAG00000043147	cyan	#00FFFF
ENSBTAG00000043369	blue	#0000FF
ENSBTAG00000043469	cyan	#00FFFF
ENSBTAG00000043473	cyan	#00FFFF
ENSBTAG00000043530	blue	#0000FF
ENSBTAG00000043581	blue	#0000FF
ENSBTAG00000043685	cyan	#00FFFF
ENSBTAG00000043885	blue	#0000FF
ENSBTAG00000043919	cyan	#00FFFF
ENSBTAG00000043949	blue	#0000FF
ENSBTAG00000043951	yellow	#FFFF00
ENSBTAG00000043953	turquoise	#40E0D0
ENSBTAG00000043956	green	#00FF00
ENSBTAG00000043958	pink	#FFC0CB
ENSBTAG00000043962	blue	#0000FF
ENSBTAG00000043964	yellow	#FFFF00
ENSBTAG00000043971	blue	#0000FF
ENSBTAG00000043975	red	#FF0000
ENSBTAG00000043981	blue	#0000FF
ENSBTAG00000043987	green	#00FF00
ENSBTAG00000043989	greenyellow	#ADFF2F
ENSBTAG00000043993	lightcyan	#E0FFFF
ENSBTAG00000043994	salmon	#FA8072
ENSBTAG00000043999	green	#00FF00
ENSBTAG00000044001	green	#00FF00
ENSBTAG00000044003	blue	#0000FF
ENSBTAG00000044006	blue	#0000FF
ENSBTAG00000044007	magenta	#FF00FF
ENSBTAG00000044019	turquoise	#40E0D0
ENSBTAG00000044023	green	#00FF00
ENSBTAG00000044029	blue	#0000FF
ENSBTAG00000044032	greenyellow	#ADFF2F
ENSBTAG00000044038	turquoise	#40E0D0
ENSBTAG00000044040	brown	#A52A2A
ENSBTAG00000044044	blue	#0000FF
ENSBTAG00000044048	turquoise	#40E0D0
ENSBTAG00000044049	blue	#0000FF
ENSBTAG00000044050	red	#FF0000
ENSBTAG00000044053	blue	#0000FF
ENSBTAG00000044058	tan	#D2B48C
ENSBTAG00000044064	yellow	#FFFF00
ENSBTAG00000044065	yellow	#FFFF00
ENSBTAG00000044070	blue	#0000FF
ENSBTAG00000044074	black	#000000
ENSBTAG00000044075	black	#000000
ENSBTAG00000044077	blue	#0000FF
ENSBTAG00000044078	blue	#0000FF
ENSBTAG00000044082	turquoise	#40E0D0
ENSBTAG00000044083	turquoise	#40E0D0
ENSBTAG00000044092	red	#FF0000
ENSBTAG00000044097	tan	#D2B48C
ENSBTAG00000044099	salmon	#FA8072
ENSBTAG00000044100	green	#00FF00
ENSBTAG00000044105	tan	#D2B48C
ENSBTAG00000044106	turquoise	#40E0D0
ENSBTAG00000044107	red	#FF0000
ENSBTAG00000044111	red	#FF0000
ENSBTAG00000044112	blue	#0000FF
ENSBTAG00000044125	red	#FF0000
ENSBTAG00000044126	turquoise	#40E0D0
ENSBTAG00000044135	turquoise	#40E0D0
ENSBTAG00000044138	turquoise	#40E0D0
ENSBTAG00000044141	red	#FF0000
ENSBTAG00000044150	blue	#0000FF
ENSBTAG00000044160	blue	#0000FF
ENSBTAG00000044172	yellow	#FFFF00
ENSBTAG00000044173	blue	#0000FF
ENSBTAG00000044178	magenta	#FF00FF
ENSBTAG00000044179	blue	#0000FF
ENSBTAG00000044184	turquoise	#40E0D0
ENSBTAG00000044190	blue	#0000FF
ENSBTAG00000044191	red	#FF0000
ENSBTAG00000044207	turquoise	#40E0D0
ENSBTAG00000044318	orange	#FFA500
ENSBTAG00000044575	lightyellow	#FFFFE0
ENSBTAG00000044784	cyan	#00FFFF
ENSBTAG00000044914	cyan	#00FFFF
ENSBTAG00000045189	cyan	#00FFFF
ENSBTAG00000045454	cyan	#00FFFF
ENSBTAG00000045510	blue	#0000FF
ENSBTAG00000045520	orange	#FFA500
ENSBTAG00000045548	turquoise	#40E0D0
ENSBTAG00000045558	cyan	#00FFFF
ENSBTAG00000045582	midnightblue	#191970
ENSBTAG00000045617	yellow	#FFFF00
ENSBTAG00000045624	cyan	#00FFFF
ENSBTAG00000045644	cyan	#00FFFF
ENSBTAG00000045662	lightyellow	#FFFFE0
ENSBTAG00000045664	black	#000000
ENSBTAG00000045703	brown	#A52A2A
ENSBTAG00000045708	turquoise	#40E0D0
ENSBTAG00000045727	blue	#0000FF
ENSBTAG00000045744	turquoise	#40E0D0
ENSBTAG00000045748	grey60	#999999
ENSBTAG00000045762	turquoise	#40E0D0
ENSBTAG00000045767	brown	#A52A2A
ENSBTAG00000045773	lightyellow	#FFFFE0
ENSBTAG00000045785	turquoise	#40E0D0
ENSBTAG00000045828	pink	#FFC0CB
ENSBTAG00000045832	blue	#0000FF
ENSBTAG00000045849	turquoise	#40E0D0
ENSBTAG00000045862	turquoise	#40E0D0
ENSBTAG00000045876	lightcyan	#E0FFFF
ENSBTAG00000045880	turquoise	#40E0D0
ENSBTAG00000045892	turquoise	#40E0D0
ENSBTAG00000045902	red	#FF0000
ENSBTAG00000045909	purple	#A020F0
ENSBTAG00000045912	turquoise	#40E0D0
ENSBTAG00000045931	magenta	#FF00FF
ENSBTAG00000045940	lightgreen	#90EE90
ENSBTAG00000045948	turquoise	#40E0D0
ENSBTAG00000045957	yellow	#FFFF00
ENSBTAG00000046019	brown	#A52A2A
ENSBTAG00000046033	turquoise	#40E0D0
ENSBTAG00000046038	lightgreen	#90EE90
ENSBTAG00000046073	lightcyan	#E0FFFF
ENSBTAG00000046092	blue	#0000FF
ENSBTAG00000046101	blue	#0000FF
ENSBTAG00000046107	blue	#0000FF
ENSBTAG00000046111	blue	#0000FF
ENSBTAG00000046135	turquoise	#40E0D0
ENSBTAG00000046139	cyan	#00FFFF
ENSBTAG00000046142	turquoise	#40E0D0
ENSBTAG00000046160	blue	#0000FF
ENSBTAG00000046173	turquoise	#40E0D0
ENSBTAG00000046174	darkorange	#FF8C00
ENSBTAG00000046185	magenta	#FF00FF
ENSBTAG00000046188	orange	#FFA500
ENSBTAG00000046192	brown	#A52A2A
ENSBTAG00000046218	turquoise	#40E0D0
ENSBTAG00000046223	blue	#0000FF
ENSBTAG00000046231	turquoise	#40E0D0
ENSBTAG00000046235	yellow	#FFFF00
ENSBTAG00000046239	greenyellow	#ADFF2F
ENSBTAG00000046242	cyan	#00FFFF
ENSBTAG00000046255	turquoise	#40E0D0
ENSBTAG00000046256	red	#FF0000
ENSBTAG00000046257	purple	#A020F0
ENSBTAG00000046273	turquoise	#40E0D0
ENSBTAG00000046293	lightcyan	#E0FFFF
ENSBTAG00000046301	brown	#A52A2A
ENSBTAG00000046317	cyan	#00FFFF
ENSBTAG00000046320	turquoise	#40E0D0
ENSBTAG00000046324	darkgreen	#006400
ENSBTAG00000046328	turquoise	#40E0D0
ENSBTAG00000046346	turquoise	#40E0D0
ENSBTAG00000046357	blue	#0000FF
ENSBTAG00000046358	purple	#A020F0
ENSBTAG00000046362	green	#00FF00
ENSBTAG00000046378	lightgreen	#90EE90
ENSBTAG00000046380	lightcyan	#E0FFFF
ENSBTAG00000046385	greenyellow	#ADFF2F
ENSBTAG00000046399	lightcyan	#E0FFFF
ENSBTAG00000046419	blue	#0000FF
ENSBTAG00000046471	cyan	#00FFFF
ENSBTAG00000046481	brown	#A52A2A
ENSBTAG00000046485	blue	#0000FF
ENSBTAG00000046493	brown	#A52A2A
ENSBTAG00000046498	blue	#0000FF
ENSBTAG00000046502	green	#00FF00
ENSBTAG00000046503	pink	#FFC0CB
ENSBTAG00000046514	blue	#0000FF
ENSBTAG00000046520	turquoise	#40E0D0
ENSBTAG00000046533	turquoise	#40E0D0
ENSBTAG00000046540	red	#FF0000
ENSBTAG00000046545	turquoise	#40E0D0
ENSBTAG00000046548	turquoise	#40E0D0
ENSBTAG00000046549	pink	#FFC0CB
ENSBTAG00000046552	blue	#0000FF
ENSBTAG00000046553	black	#000000
ENSBTAG00000046555	turquoise	#40E0D0
ENSBTAG00000046561	black	#000000
ENSBTAG00000046580	blue	#0000FF
ENSBTAG00000046612	royalblue	#4169E1
ENSBTAG00000046628	lightgreen	#90EE90
ENSBTAG00000046644	orange	#FFA500
ENSBTAG00000046654	turquoise	#40E0D0
ENSBTAG00000046664	black	#000000
ENSBTAG00000046670	pink	#FFC0CB
ENSBTAG00000046672	brown	#A52A2A
ENSBTAG00000046684	magenta	#FF00FF
ENSBTAG00000046699	tan	#D2B48C
ENSBTAG00000046707	cyan	#00FFFF
ENSBTAG00000046712	pink	#FFC0CB
ENSBTAG00000046724	turquoise	#40E0D0
ENSBTAG00000046739	lightgreen	#90EE90
ENSBTAG00000046742	blue	#0000FF
ENSBTAG00000046744	turquoise	#40E0D0
ENSBTAG00000046750	turquoise	#40E0D0
ENSBTAG00000046757	turquoise	#40E0D0
ENSBTAG00000046760	turquoise	#40E0D0
ENSBTAG00000046765	brown	#A52A2A
ENSBTAG00000046773	yellow	#FFFF00
ENSBTAG00000046774	yellow	#FFFF00
ENSBTAG00000046786	turquoise	#40E0D0
ENSBTAG00000046796	cyan	#00FFFF
ENSBTAG00000046821	turquoise	#40E0D0
ENSBTAG00000046840	turquoise	#40E0D0
ENSBTAG00000046846	brown	#A52A2A
ENSBTAG00000046869	blue	#0000FF
ENSBTAG00000046875	blue	#0000FF
ENSBTAG00000046917	turquoise	#40E0D0
ENSBTAG00000046937	orange	#FFA500
ENSBTAG00000046956	black	#000000
ENSBTAG00000046959	midnightblue	#191970
ENSBTAG00000046970	cyan	#00FFFF
ENSBTAG00000046972	cyan	#00FFFF
ENSBTAG00000046979	pink	#FFC0CB
ENSBTAG00000046980	blue	#0000FF
ENSBTAG00000046990	turquoise	#40E0D0
ENSBTAG00000046996	turquoise	#40E0D0
ENSBTAG00000047003	red	#FF0000
ENSBTAG00000047004	darkred	#8B0000
ENSBTAG00000047031	turquoise	#40E0D0
ENSBTAG00000047061	turquoise	#40E0D0
ENSBTAG00000047068	lightcyan	#E0FFFF
ENSBTAG00000047077	yellow	#FFFF00
ENSBTAG00000047088	turquoise	#40E0D0
ENSBTAG00000047103	turquoise	#40E0D0
ENSBTAG00000047121	blue	#0000FF
ENSBTAG00000047133	pink	#FFC0CB
ENSBTAG00000047135	turquoise	#40E0D0
ENSBTAG00000047139	green	#00FF00
ENSBTAG00000047169	blue	#0000FF
ENSBTAG00000047186	turquoise	#40E0D0
ENSBTAG00000047213	turquoise	#40E0D0
ENSBTAG00000047223	blue	#0000FF
ENSBTAG00000047238	brown	#A52A2A
